Sales,Quantity,Profit,
17.34,2,4.6818,
71.98,2,15.1158,
22.32,4,10.7136,
103.6,7,51.8,
185.376,2,-34.758,
58.924,1,-153.2024,
15.54,3,7.6146,
105.552,6,35.6238,
15.552,3,5.4432,
259.896,2,-56.3108,
247.188,2,-49.4376,
279.96,5,48.993,
18.882,3,-13.8468,
122.328,3,12.2328,
71.976,3,7.1976,
3.15,1,1.512,
705.544,7,70.5544,
225.296,2,22.5296,
312.03,3,43.6842,
17.94,3,3.0498,
165.6,3,10.35,
37.52,4,18.0096,
10.86,3,5.1042,
161.28,2,12.096,
32.4,5,15.552,
15.712,4,5.6956,
355.32,9,99.4896,
39.99,1,11.5971,
2.068,1,-3.4122,
83.84,8,30.392,
9.552,3,-3.8208,
5.344,4,-2.1376,
146.688,6,55.008,
276.784,2,89.9548,
25.32,5,9.1785,
14.78,2,3.9906,
9.216,4,3.3408,
28.048,2,3.506,
815.292,9,-339.705,
12.672,2,4.752,
91.96,5,-20.691,
254.97,3,91.7892,
31.984,2,-7.996,
2887.056,9,180.441,
12.96,2,6.2208,
47.52,9,21.384,
33.44,10,11.704,
573.174,7,63.686,
113.552,2,8.5164,
3.318,2,-2.6544,
134.288,2,45.3222,
4.312,2,-6.8992,
26.352,8,-18.4464,
19.44,3,9.3312,
98.328,3,9.8328,
5.76,2,1.6704,
727.296,8,-172.7328,
22.608,3,-10.1736,
666.4,7,-33.32,
837.6,3,62.82,
135.9,5,63.873,
34.68,6,16.9932,
532.704,6,-39.9528,
43.1,5,11.206,
15.88,4,0.1588,
21.3,5,8.733,
1040.8,5,281.016,
29.34,6,7.9218,
25.2,4,11.592,
37.59,3,17.6673,
14.97,1,4.1916,
1.98,2,0.891,
10.23,3,4.9104,
154.9,5,69.705,
159.984,2,43.9956,
1024.716,6,-29.2776,
6.48,1,3.1104,
1603.136,4,100.196,
5.472,3,1.6416,
47.984,2,13.1956,
8.26,2,3.7996,
33,6,8.25,
249.95,5,87.4825,
47.97,3,14.8707,
11.56,2,5.6644,
209.97,3,58.7916,
447.84,4,98.5248,
479.97,3,163.1898,
8.64,3,2.5056,
186.54,3,41.0388,
146.688,8,45.84,
31.008,1,11.2404,
51.52,5,-10.948,
3.528,1,1.1466,
4.624,1,1.6762,
55.168,4,6.2064,
122.97,3,60.2553,
244.615,1,20.967,
59.97,3,28.7856,
81.54,9,36.693,
11.68,4,5.256,
29,5,13.92,
14.16,1,1.062,
79.92,5,27.972,
9.216,4,3.3408,
15.48,3,5.6115,
108.576,3,8.1432,
13.14,9,-21.681,
10.024,4,-16.5396,
156.3728,2,-52.8908,
18.432,8,-12.288,
64.624,7,22.6184,
95.976,3,-10.7973,
1.788,3,-3.0396,
27.93,3,8.0997,
22,4,5.5,
241.92,4,-56.448,
163.88,4,-81.94,
3.486,2,-2.7888,
10.584,7,-2.3814,
290.898,3,-67.8762,
54.224,2,3.389,
786.744,4,-258.5016,
100.24,10,33.831,
37.764,6,-27.6936,
47.04,4,15.9936,
339.96,5,42.495,
23.968,2,2.3968,
6.79,1,2.3086,
24.56,2,11.5432,
3.048,1,1.0668,
49.12,4,23.0864,
4355.168,4,1415.4296,
21.88,2,10.94,
30.48,6,9.906,
23.988,2,-4.7976,
16.688,7,5.4236,
468.9,6,206.316,
72.48,2,30.4416,
10.95,3,3.285,
191.82,3,61.3824,
24.1,5,11.086,
8.78,1,2.2828,
376.74,4,71.162,
29.52,4,14.4648,
11.96,2,2.99,
26.4,5,12.672,
12.78,1,5.751,
75.48,2,19.6248,
39.98,2,9.995,
1.81,1,0.6516,
8.26,2,3.8822,
46.53,3,12.0978,
29.24,5,9.8685,
35.168,2,-8.3524,
1362.9,3,-19.47,
84.272,2,-75.8448,
22.911,7,-17.5651,
309.456,9,34.8138,
19.456,4,3.4048,
472.518,3,-149.6307,
1012.68,3,303.804,
17.22,5,-12.628,
999.98,2,449.991,
8.608,8,-13.3424,
159.56,5,33.9065,
215.976,3,-2.6997,
65.94,3,30.9918,
94.68,9,31.2444,
23.67,3,0.9468,
1091.168,4,68.198,
18.69,7,5.2332,
568.728,3,28.4364,
7.312,1,2.5592,
1141.47,5,-760.98,
280.782,3,-46.797,
83.952,3,-90.2484,
8.808,3,-14.9736,
48.16,7,22.1536,
54.5,5,14.17,
87.28,8,41.0216,
344.94,3,31.0446,
14.76,2,4.2804,
12.76,2,5.8696,
58.48,8,27.4856,
198.744,4,0,
30.96,6,11.223,
3.912,1,1.0269,
62.376,3,7.0173,
63.94,1,24.9366,
60.6,5,20.4525,
22.72,4,6.5888,
12.192,3,4.1148,
87.168,2,8.7168,
31.744,2,8.3328,
42.6,3,16.614,
113.94,6,54.6912,
129.92,4,5.1968,
5.28,3,2.5344,
535.41,3,160.623,
16.56,2,7.7832,
279.95,5,67.188,
239.5,5,114.96,
24.27,3,8.7372,
2799.96,5,944.9865,
82.8,2,10.35,
12.22,1,3.666,
194.94,3,23.3928,
70.95,3,20.5755,
91.36,4,42.0256,
242.94,3,29.1528,
22.05,7,10.584,
278.4,3,80.736,
107.94,3,26.985,
347.802,7,-24.843,
116,8,29,
9.555,5,-7.3255,
23.472,3,7.6284,
86.058,7,-63.1092,
108.784,2,6.799,
10.272,3,3.21,
62.79,3,-166.3935,
28.44,9,4.266,
96.08,2,46.1184,
11.68,2,3.942,
4.36,2,1.7876,
25.92,5,9.072,
15.808,8,5.3352,
10.368,2,3.7584,
192.16,4,92.2368,
93.456,3,-17.523,
25.06,2,11.7782,
1652.94,3,314.0586,
9.248,2,3.3524,
8.952,2,-7.46,
8.856,6,-6.4944,
85.246,2,-1.2178,
21.204,3,-11.6622,
58.248,9,11.6496,
71.246,2,-19.3382,
7.872,3,0.5904,
887.271,3,-63.3765,
43.6,4,12.208,
77.88,6,22.5852,
31.86,2,11.151,
722.352,3,90.294,
95.952,3,29.985,
3.204,2,-2.4564,
10.784,1,0.8088,
41.92,4,15.196,
329.584,2,37.0782,
35.952,3,3.5952,
2396.2656,4,-317.1528,
131.136,4,-32.784,
57.584,2,0.7198,
33.024,2,11.5584,
67.136,4,23.4976,
173.94,3,13.9152,
14.76,4,6.9372,
14.136,2,-7.7748,
601.47,3,-300.735,
207.48,1,62.244,
70.368,2,6.1572,
59.96,5,21.7355,
35.168,4,8.3524,
64.704,3,23.4552,
146.04,1,-12.7785,
43.13,1,14.6642,
30.87,7,14.2002,
14.88,2,3.72,
34.24,8,15.408,
261.74,2,65.435,
14.624,2,5.484,
55.36,4,18.684,
15.008,4,-12.0064,
59.48,2,8.922,
6.69,1,3.0774,
67.56,3,8.445,
300.93,5,-34.392,
719.96,5,53.997,
519.68,7,58.464,
7.38,2,3.4686,
14.256,3,4.455,
81.98,2,40.1702,
39.624,3,13.8684,
276.784,2,89.9548,
7.61,1,3.5767,
3347.37,13,636.0003,
8.448,2,2.64,
728.946,9,-157.9383,
22.428,3,-17.9424,
37.52,5,3.752,
1599.92,8,751.9624,
11.09,1,5.4341,
332.94,3,6.6588,
39.872,2,12.9584,
224.75,5,62.93,
6,2,2.1,
1.908,3,-3.2436,
2.912,2,0.91,
20.736,4,7.2576,
9.568,2,2.99,
99.568,2,33.6042,
15.136,4,3.5948,
466.768,2,52.5114,
15.232,1,1.7136,
6.264,3,2.0358,
10.47,3,4.8162,
11.07,3,5.2029,
20.704,4,7.764,
20.7,3,1.656,
11.34,3,5.2164,
67.9,5,0.679,
1059.12,4,307.1448,
68.52,3,31.5192,
146.952,3,9.1845,
83.136,4,5.196,
40.48,2,14.5728,
40.74,3,0.4074,
14.4,5,7.056,
149.95,5,41.986,
16.9,2,5.07,
17.61,3,8.4528,
378,2,136.08,
17.64,3,8.6436,
373.08,6,100.7316,
1336.44,14,387.5676,
29.97,3,0.2997,
25.92,4,12.4416,
437.85,3,131.355,
673.568,2,252.588,
5.344,1,1.8704,
841.568,2,294.5488,
21.4,5,10.058,
48.664,7,15.8158,
20.416,4,6.6352,
1128.39,3,259.5297,
35.4,5,13.452,
12.96,2,6.3504,
273.666,2,-12.8784,
17.48,4,4.5448,
121.78,2,30.445,
20.1,3,6.633,
73.584,2,8.2782,
6.48,1,3.1104,
396,4,190.08,
437.85,3,131.355,
109.48,2,33.9388,
113.888,2,9.9652,
105.584,2,7.9188,
232.4,5,78.435,
33.4,5,12.358,
14.82,3,6.2244,
191.82,3,61.3824,
295.4,5,-62.7725,
12.32,4,5.9136,
4.616,1,1.731,
383.438,4,-167.3184,
350.98,1,84.2352,
13.08,2,6.0168,
900.08,4,117.0104,
5.352,3,1.6056,
99.372,2,-7.098,
2.672,1,0.3674,
631.782,2,140.396,
60.72,3,26.1096,
3,1,1.05,
801.568,2,50.098,
368.91,9,180.7659,
885.528,9,-99.6219,
239.984,2,23.9984,
701.372,2,-50.098,
2.308,2,-3.462,
1606.23,9,481.869,
17.04,3,7.668,
49.53,3,23.7744,
872.32,4,244.2496,
159.88,7,73.5448,
25.44,6,12.72,
27.93,3,8.0997,
5.04,2,0.1512,
249.95,5,107.4785,
25.632,3,3.8448,
11.952,3,4.1832,
6.24,3,1.872,
69.52,2,17.38,
8.928,2,3.1248,
65.79,9,30.2634,
271.984,2,88.3948,
11.76,4,3.1752,
77.52,2,37.9848,
48.64,2,15.808,
17.088,2,1.068,
98.392,1,-11.0691,
393.25,5,129.7725,
83.7,5,41.013,
163.88,2,40.97,
40.776,3,4.5873,
63.936,8,5.5944,
7.872,3,0.8856,
7.506,9,-6.0048,
16.56,2,5.796,
13.28,2,6.3744,
16.52,5,5.369,
128.34,6,37.2186,
35.88,6,16.146,
68.432,7,8.554,
18.96,2,7.584,
63.968,2,19.99,
35.56,7,16.7132,
97.98,2,27.4344,
532.704,6,-26.6352,
4.912,2,0.307,
118.25,5,34.2925,
368.97,3,81.1734,
13.68,2,3.6936,
4.08,2,1.9176,
18.9,3,8.694,
10.528,7,3.6848,
11.952,3,4.0338,
28,4,7.7,
12.201,7,-9.7608,
13.216,4,4.4604,
184.752,3,-20.7846,
155.372,2,-13.3176,
41.96,2,2.9372,
41.7,5,20.85,
63.2,5,23.384,
21.44,2,7.504,
511.056,9,-95.823,
6.38,1,2.9348,
6.48,1,3.1104,
127.95,3,21.7515,
442.372,7,-729.9138,
304.9,5,143.303,
563.24,5,56.324,
393.165,3,-204.4458,
15.936,4,5.1792,
60.048,9,22.518,
5.022,1,-3.5154,
16.56,4,6.9552,
499.95,5,174.9825,
3.04,1,1.0336,
201.96,2,50.49,
68.64,11,17.16,
286.256,1,17.891,
24.224,2,-4.8448,
331.536,3,-82.884,
477.666,2,84.294,
10.9,5,5.123,
29.6,2,14.8,
4.98,1,2.2908,
479.976,3,161.9919,
44.736,8,4.4736,
5.76,2,1.6704,
483.136,4,60.392,
747.558,3,-96.1146,
8.928,2,3.348,
424.9575,5,19.998,
236.88,6,66.3264,
29.9,5,14.651,
100,4,21,
9.99,1,4.4955,
51.45,3,13.8915,
7.83,3,3.6018,
35.4,5,13.452,
29.9,5,13.455,
12.96,2,6.2208,
431.976,3,-75.5958,
15.624,2,-24.9984,
93.032,2,-251.1864,
454.965,5,-136.4895,
6.816,2,-11.5872,
956.6648,7,-225.0976,
2.907,3,-2.0349,
1001.584,2,125.198,
17.94,3,8.7906,
13.89,3,4.5837,
99.136,4,30.98,
15.936,4,5.1792,
40.88,7,10.6288,
18.97,1,9.1056,
209.97,3,71.3898,
62.94,3,30.2112,
25.92,9,7.776,
27.24,5,9.534,
10.496,4,1.1808,
859.2,3,75.18,
36.24,1,15.2208,
1.964,2,-3.2406,
523.92,5,-26.196,
194.848,4,12.178,
69.9,2,18.873,
41.85,5,10.881,
330.588,1,-115.7058,
79.512,3,20.8719,
28.352,1,9.5688,
5.388,4,-4.49,
30.976,8,5.0336,
61.44,3,16.5888,
54.792,6,-40.1808,
32.48,2,4.872,
499.95,5,8399.976,
735.98,2,331.191,
34.37,7,16.8413,
33.96,2,9.5088,
15.648,2,5.0856,
599.292,6,93.2232,
38.08,5,-29.512,
6.16,2,2.9568,
915.136,4,102.9528,
8.56,2,3.852,
97.82,2,45.9754,
59.752,7,19.4194,
30.4,1,13.984,
5399.91,9,2591.9568,
119.1,3,34.539,
239.372,2,-23.9372,
52.68,3,19.755,
11.568,3,2.6028,
28.85,5,14.425,
703.71,6,-938.28,
17.904,4,-14.92,
11.976,4,-9.1816,
67.96,5,0.8495,
27.264,2,8.8608,
837.6,3,62.82,
10.56,2,5.0688,
4.928,2,1.7248,
93.36,12,0.9336,
51.712,8,-32.32,
61.96,2,27.882,
60.144,6,20.2986,
387.72,5,-67.851,
23.976,4,-15.5844,
19.136,4,5.98,
332.832,4,-24.9624,
1.408,1,0.1584,
169.568,2,0,
20.608,2,-4.3792,
4.095,3,-2.73,
90.882,3,-190.8522,
15.992,1,-2.9985,
120.784,1,13.5882,
14,4,-6.3,
16.392,2,-26.2272,
5.344,2,0.668,
27.72,3,3.465,
20.04,3,9.6192,
35.44,1,16.6568,
11.52,4,3.456,
4.02,2,1.9698,
76.176,3,26.6616,
65.88,6,18.4464,
43.12,14,20.6976,
727.45,5,-465.568,
24.96,3,4.368,
191.976,3,23.997,
8.288,2,3.0044,
139.92,5,-150.414,
15.872,1,1.1904,
6.286,7,-11.0005,
34.7,5,12.492,
99.87,3,23.9688,
37.94,2,18.2112,
24.9,5,11.454,
82.26,3,33.7266,
177,3,30.09,
102.592,1,10.2592,
22.704,1,5.9598,
93.024,3,33.7212,
12.768,2,1.4364,
35.008,4,13.128,
39.152,1,14.682,
1091.93,7,272.9825,
111.96,2,54.8604,
1649.75,5,544.4175,
45.68,2,21.0128,
60.12,9,28.8576,
41.72,5,13.0375,
71.6,8,32.936,
20.16,7,9.8784,
29.46,6,14.4354,
868.59,3,251.8911,
12.96,2,6.2208,
5.5,1,1.375,
121.6,4,55.936,
232.96,7,116.48,
66.54,6,32.6046,
43.26,3,14.2758,
142.182,1,-37.9152,
18.16,5,6.583,
120.666,2,21.294,
449.97,3,220.4853,
1927.59,7,751.7601,
120.98,1,12.098,
315.98,1,148.5106,
307.92,5,-34.641,
7.152,3,0.7152,
51.016,7,15.9425,
25.248,4,7.89,
56.686,1,-14.5764,
125.7,6,35.196,
191.98,2,51.8346,
20.86,7,1.4602,
19.296,3,6.03,
61.1,5,18.33,
387.136,4,4.8392,
23.2,4,10.44,
7.36,2,0.1472,
104.79,7,29.3412,
1043.92,4,271.4192,
22.92,3,11.2308,
154.44,3,1.5444,
7.92,4,3.564,
98.16,6,9.816,
235.152,8,-47.0304,
661.176,2,-231.4116,
113.22,3,29.4372,
35.88,6,17.5812,
4535.976,3,1644.2913,
111.672,9,6.9795,
106.08,6,-9.282,
242.136,3,12.1068,
12.39,3,5.6994,
19.96,2,5.5888,
340.92,3,3.4092,
45.568,2,9.6832,
28.752,8,-21.0848,
31.4,5,10.048,
39.92,4,11.1776,
6.68,1,3.2064,
8.34,3,2.2518,
101.94,3,30.582,
379.4,10,178.318,
16.156,7,-12.117,
54.816,3,17.8152,
17.05,5,8.184,
100,4,21,
359.98,2,21.5988,
239.976,3,17.9982,
199.99,1,85.9957,
15.552,3,5.4432,
450,5,162,
783.96,5,78.396,
40.2,3,19.296,
43.92,4,11.8584,
25.032,3,7.8225,
290.98,1,75.6548,
67.136,4,25.176,
427.644,14,80.7772,
40.67,7,12.6077,
33.48,2,1.3392,
9.728,2,3.2832,
93.06,6,26.0568,
302.376,3,22.6782,
32.4,5,15.552,
1082.48,8,10.8248,
56.91,3,27.3168,
77.6,4,38.024,
14.28,1,6.5688,
50.96,7,25.48,
49.536,3,17.3376,
47.952,3,13.7862,
37.425,5,-29.94,
63.968,2,0,
165.048,3,41.262,
17.616,4,-14.0928,
38.19,5,-26.733,
12.42,3,5.2164,
756.8,5,75.68,
40.74,3,0.4074,
11.67,3,3.0342,
67,5,32.16,
11.744,1,3.8168,
11.68,2,3.504,
28.752,3,10.0632,
114.95,5,32.186,
3.62,2,1.1946,
492.835,5,-14.081,
1085.42,7,282.2092,
32.064,6,11.2224,
21.96,2,6.1488,
368.97,3,81.1734,
12.39,3,3.4692,
332.94,3,9.9882,
1403.92,5,70.196,
21.8,2,6.104,
251.79,3,118.3413,
111.672,9,6.9795,
68.112,3,17.8794,
75.96,2,22.788,
27.24,6,13.3476,
8.82,3,2.3814,
217.584,2,-29.9178,
82.95,5,29.0325,
87.71,7,41.2237,
1101.48,4,429.5772,
20,4,9.6,
7.98,3,2.0748,
24.1,5,9.158,
8.75,1,2.625,
842.94,3,160.1586,
15.26,7,5.0358,
43.32,2,14.2956,
43.584,12,15.7992,
116.28,3,56.9772,
9.296,2,3.0212,
19.44,3,9.3312,
314.55,3,150.984,
9.248,2,3.3524,
4.158,7,-3.465,
179.991,3,-251.9874,
72,1,14.4,
470.155,7,-13.433,
10.74,3,5.2626,
209.88,3,35.6796,
38.29,7,16.4647,
192.8,4,55.912,
17.584,7,-4.1762,
104.784,1,-14.4078,
47.952,3,16.7832,
650.352,3,-97.5528,
629.184,8,228.0792,
15.176,1,5.3116,
50.496,6,8.2056,
7.712,2,2.7956,
4.176,1,1.305,
38.88,6,18.6624,
45.248,2,3.9592,
876.3,10,-292.1,
185.376,2,-34.758,
686.4,2,77.22,
11.376,3,-5.688,
66.112,4,-84.2928,
29.12,5,9.828,
23.988,2,-15.992,
863.128,8,-160.2952,
3.564,3,-6.237,
956.6648,7,-225.0976,
12.588,3,-20.1408,
171.96,5,45.1395,
104.9,5,50.352,
39.68,2,16.2688,
51.75,5,24.84,
53.248,2,19.968,
11.84,1,4.44,
479.72,4,52.7692,
72,4,12.96,
113.888,2,9.9652,
158.13,3,77.4837,
273.96,2,71.2296,
89.97,3,18.8937,
756.8,5,75.68,
81.424,2,-9.1602,
238.56,3,26.2416,
207.984,2,-28.5978,
36.112,2,12.6392,
35.568,2,5.7798,
88.768,2,31.0688,
84.84,3,22.9068,
27.68,2,9.688,
37.44,4,11.7,
26.976,4,8.7672,
11.36,2,3.2944,
14.62,2,6.8714,
14.82,3,6.2244,
119.976,3,22.4955,
14.96,4,0.2992,
12.9,2,6.321,
1603.136,4,100.196,
263.96,4,71.2692,
359.97,3,100.7916,
12.96,2,6.2208,
116.82,3,5.841,
276.784,2,89.9548,
44.46,5,-17.784,
314.088,3,19.6305,
479.97,3,163.1898,
57.584,2,20.1544,
261.96,2,41.9136,
731.94,3,219.582,
479.97,3,177.5889,
155.82,7,42.0714,
70.008,3,24.5028,
13.216,4,4.4604,
32.4,5,15.552,
41.86,7,10.465,
14.72,5,-3.312,
38.976,3,-2.436,
9.216,4,3.3408,
41.958,7,-9.7902,
89.568,2,32.4684,
22.248,3,7.5087,
334.88,4,29.302,
148.288,7,29.6576,
4.624,1,1.6762,
178.92,7,-29.0745,
69.888,7,-46.592,
279.944,7,48.9902,
37.3,2,17.158,
81.96,2,39.3408,
20.368,1,7.3834,
49.848,3,16.8237,
67.71,3,32.5008,
129.92,4,38.976,
467.46,9,191.6586,
61.4,5,28.858,
720.76,4,187.3976,
5.184,3,1.8144,
14.7,5,3.969,
9.98,1,2.7944,
29.74,1,4.461,
31.104,6,10.8864,
221.98,2,62.1544,
341.96,2,54.7136,
3.64,1,1.365,
881.93,7,220.4825,
59.97,3,14.9925,
83.36,1,20.84,
95.968,4,1.1996,
47.992,2,-2.0568,
257.98,2,74.8142,
6.96,4,2.2272,
9.888,2,-6.9216,
671.544,3,50.3658,
28.14,3,7.8792,
36,2,6.48,
92.94,3,25.0938,
245.646,3,8.1882,
55.008,3,17.19,
35.232,3,11.4504,
41.96,2,10.9096,
451.152,3,0,
31.504,11,11.0264,
2678.94,6,241.1046,
14.112,6,1.2348,
6.27,5,-4.598,
4.368,7,-3.3488,
31.984,2,1.999,
287.52,8,129.384,
37.68,2,10.5504,
19.98,2,8.991,
20.58,7,5.5566,
17.38,2,8.69,
1474.802,7,-21.0686,
110.096,2,33.0288,
16.752,6,5.4444,
1537.074,9,0,
449.372,2,-12.8392,
203.976,3,25.497,
674.352,3,-8.4294,
22.752,6,-8.532,
44.02,2,11.4452,
52.136,7,5.8653,
4.18,1,1.5048,
217.056,7,78.6828,
3.136,2,-4.704,
77.55,5,20.163,
24.88,2,6.9664,
140.75,5,39.41,
36.63,3,9.8901,
30.36,4,13.0548,
2279.96,4,592.7896,
14.94,3,6.8724,
19.54,2,7.2298,
499.98,2,114.9954,
5.28,1,2.376,
8.26,2,3.8822,
7.38,2,3.4686,
2.296,2,-3.9032,
408.006,2,72.5344,
40.44,3,10.5144,
380.058,3,-21.7176,
1199.976,4,179.9964,
48.576,3,9.7152,
9.84,3,2.8536,
16.45,5,7.567,
19.92,4,6.5736,
89.97,3,25.1916,
13.98,2,3.9144,
23.65,1,6.149,
99.39,3,40.7499,
1016.792,1,381.297,
38.136,7,13.3476,
361.376,2,27.1032,
630.024,4,-199.5076,
28.4,5,13.348,
8.32,5,2.808,
10.776,3,3.3675,
67.176,3,6.7176,
15.232,4,5.5216,
49.5,5,13.365,
1117.92,4,55.896,
6.368,2,1.0348,
48.848,2,15.8756,
19.648,2,6.6312,
255.108,6,-18.222,
103.968,6,16.8948,
61.192,1,6.1192,
67.84,1,18.3168,
301.96,2,33.2156,
1319.96,4,527.984,
595,5,95.2,
61.12,5,22.156,
14.352,3,4.6644,
64.96,2,2.5984,
68.6,4,18.522,
100.704,6,-16.3644,
2.328,2,-0.7566,
10.78,5,-17.248,
58.368,12,21.888,
40.968,3,13.8267,
71.96,5,25.186,
10.368,2,3.6288,
1.192,2,-2.0264,
17.28,6,5.0112,
17.712,3,6.4206,
54.96,3,15.9384,
18.48,2,6.006,
8.74,2,2.2724,
44.75,5,20.585,
31.96,2,1.598,
14.62,2,6.8714,
944.93,7,236.2325,
19.096,7,6.6836,
18.496,8,6.2424,
255.984,2,54.3966,
86.97,3,-48.7032,
15.696,3,5.1012,
2.628,2,-1.9272,
14.427,3,-10.5798,
318.43,5,-77.333,
122.92,7,46.095,
7.068,3,-2.8272,
9.08,2,4.086,
314.55,3,150.984,
4.91,1,2.3077,
151.192,1,13.2293,
39,12,11.31,
128.4,3,62.916,
289.568,2,10.8588,
39.72,5,4.4685,
244.768,4,24.4768,
27.88,2,3.9032,
195.136,4,-12.196,
40.46,7,19.8254,
404.94,3,109.3338,
30.345,7,-24.276,
127.554,3,-9.111,
77.952,3,15.5904,
38.432,1,13.4512,
21.568,2,1.6176,
81.576,3,2.0394,
12.96,2,6.3504,
113.568,2,12.7764,
32.4,5,15.552,
39.88,2,11.1664,
12.192,4,4.1148,
20.82,3,7.4952,
49.44,3,24.2256,
6.216,6,-9.6348,
23.616,9,2.6568,
24.032,2,-0.6008,
2.088,1,0.6786,
4.488,6,-6.732,
134.272,8,46.9952,
15.8,5,2.37,
14.368,2,3.9512,
70.448,7,12.3284,
4.416,3,1.6008,
17.216,4,6.0256,
11.56,2,5.6644,
88.4,4,11.492,
6.48,1,3.1104,
33.52,2,3.352,
9.94,2,3.0814,
41.92,5,3.668,
297.576,3,-7.4394,
4.344,3,0.8688,
94.992,2,-2.3748,
74.352,3,23.235,
14.04,3,1.5795,
24.784,1,7.745,
657.552,6,49.3164,
659.9,2,217.767,
1684.752,6,210.594,
559.92,8,190.3728,
1219.96,5,381.2375,
207.76,4,85.1816,
40.752,3,15.282,
139.96,5,-22.7435,
25.35,3,7.605,
82.26,3,33.7266,
339.92,5,8.498,
10.528,4,3.4216,
42.384,2,4.2384,
5.08,1,1.651,
563.4,4,67.608,
319.92,8,118.3704,
59.98,2,17.994,
1568.61,9,329.4081,
17.3,1,8.304,
160,8,62.4,
456.588,2,-304.392,
4499.985,5,-6599.978,
59.976,3,11.9952,
73.36,7,19.8072,
194.352,3,19.4352,
70.98,7,34.7802,
91.68,3,45.84,
33.75,5,16.875,
3040,8,1459.2,
7.312,2,2.5592,
494.982,3,-115.4958,
3.744,4,-2.6208,
313.176,2,-120.0508,
17.856,4,4.2408,
59.97,3,14.9925,
13.36,2,6.4128,
78.759,9,-57.7566,
3406.664,8,160.3136,
37.17,9,10.4076,
64.96,2,19.488,
595.38,6,297.69,
97.984,2,-24.496,
62.4,6,19.5,
271.992,1,23.7993,
167.292,6,29.7408,
34.95,5,15.378,
152,5,69.92,
31.56,3,10.4148,
116.76,1,14.595,
331.023,7,-114.3534,
39.808,4,3.9808,
25.92,4,12.4416,
34.65,3,9.702,
204.95,5,100.4255,
79.95,5,38.376,
7.16,2,3.4368,
7.434,6,-5.6994,
182.67,3,52.9743,
101.7,6,6.102,
1126.02,3,56.301,
1263.3,6,315.825,
340.182,3,-73.7061,
12.672,8,2.6928,
6.888,2,-5.0512,
32.544,2,-7.7292,
347.802,7,-24.843,
58.416,2,16.7946,
242.176,4,-302.72,
36.192,1,2.7144,
33.36,4,16.68,
13.76,2,6.3296,
496.86,7,24.843,
389.97,3,35.0973,
1104.55,7,694.5015,
1112.94,3,222.588,
901.95,3,297.6435,
863.928,9,86.3928,
751.92,4,150.384,
366.009,3,-47.0583,
248.43,5,-17.745,
179.97,3,44.9925,
172.5,2,51.75,
137.94,3,35.8644,
111.15,5,48.906,
88.08,6,40.5168,
85.246,2,-1.2178,
47.9,1,22.992,
40.7,5,11.803,
31.96,2,1.598,
23.92,4,11.7208,
23.04,8,6.912,
22.92,3,11.2308,
17.31,3,5.193,
16.74,2,4.3524,
11.648,4,-30.8672,
4.704,2,0.4116,
79.4,5,582.232,
81.864,10,-137.976,
629.95,5,176.386,
415.176,3,134.9322,
165.6,3,-6.21,
115.84,8,54.4448,
104.184,3,33.8598,
72.42,6,23.8986,
59.7,3,26.865,
54.96,1,26.9304,
40.46,7,19.8254,
35.232,3,11.4504,
33.87,3,8.8062,
30.816,9,9.63,
25.92,4,12.4416,
24.704,2,9.264,
14.52,3,5.6628,
1649.95,5,659.98,
772.68,4,108.1752,
581.96,2,104.7528,
542.646,3,102.4998,
400.032,2,-153.3456,
394.816,4,93.7688,
268.704,3,6.7176,
205.666,2,-12.098,
182.72,8,84.0512,
111.9,6,51.474,
48.72,3,7.308,
33.63,3,10.089,
29.98,1,8.0946,
21.92,8,5.9184,
18.192,4,-14.5536,
6.3,2,3.024,
212.88,6,0,
193.86,2,11.6316,
182.94,3,3.6588,
113.79,3,20.4822,
104.85,1,50.328,
78.15,1,34.386,
40.56,4,19.8744,
15.528,3,5.823,
1.728,1,0.6048,
951.84,8,585.552,
699.98,2,195.9944,
584.82,9,70.1784,
465.18,3,120.9468,
407.976,3,132.5922,
384.45,11,103.8015,
191.82,3,74.8098,
171.55,5,80.6285,
149.97,3,5.9988,
109.69,7,51.5543,
81.94,1,20.485,
33.92,8,13.2288,
13.4,1,6.432,
11.952,3,3.8844,
4.98,1,2.3406,
3.536,2,0.3094,
968.744,7,314.8418,
479.984,2,89.997,
437.472,14,153.1152,
431.976,3,26.9985,
271.96,5,27.196,
249.584,2,31.198,
248.08,7,116.5976,
222.352,13,77.8232,
189.7,5,89.159,
156.792,1,13.7193,
59.808,3,19.4376,
47.208,7,15.3426,
35.89,1,16.1505,
19.44,3,9.3312,
18.69,7,5.2332,
13.86,7,0,
13.376,4,4.6816,
13.36,2,6.4128,
1421.664,6,-195.4788,
97.544,7,123.4737,
680.01,3,176.8026,
405.86,7,32.4688,
352.38,2,81.0474,
249.584,2,31.198,
190.92,5,-147.963,
114.95,5,2.299,
68.112,3,17.8794,
45.36,7,21.7728,
34.05,3,9.534,
16.56,3,-2.484,
12.957,7,-9.5018,
10.584,3,3.4398,
8.56,2,2.4824,
1056.86,7,158.529,
273.92,8,99.296,
122.12,4,56.1752,
79.974,3,-29.3238,
61.929,1,23.3954,
60.34,7,15.6884,
59.98,2,25.1916,
40.68,3,-9.153,
20.568,3,1.5426,
19.46,7,5.0596,
19.04,4,-1.428,
10.9,1,3.052,
